DIRECCION,Frecuencia,Porcentaje
"38 CALLE E 34-25, COLONIA EL AMPARO 1, ZONA 7 GUATEMALA",1,0.01
"31AVENIDA 14-12, COLONIA CIUDAD DE PLATA II, ZONA 7",1,0.01
"38 CALLE ""E"" 34-10 ZONA 7, COLONIA EL AMPARO",1,0.01
CALZADA ROOSEVELT 14-82 ZONA 7,1,0.01
35 AVENIDA 25-02 COLONIA LAS MARGARITAS ZONA 7,1,0.01
"CALZADA SAN JUAN 32-50 ZONA 7 GUATEMALA, GUATEMALA",1,0.01
13 CALLE  A  29-46 COLONIA CIUDAD DE PLATA I,1,0.01
"AVENIDA MOCTEZUMA 31-02 COLONIA BETHANIA, ZONA 7",1,0.01
13 CALLE  B  27-53 KAMINAL JUYU II,1,0.01
"4A. AVENIDA 0-28 ZONA 7 COLONIA LANDIVAR GUATEMALA, GUATEMALA",1,0.01
4A AVE. 0-42 COLONIA LANDIVAR,1,0.01
2A CALLE 35-44,1,0.01
1A CALLE 32-51,1,0.01
2A CALLE 31-74,1,0.01
4A AV 0-28 COLONIA LANDIVAR,1,0.01
CALZADA SAN JUAN 31-97 Y  32 AVENIDA 4-04  ZONA  7 GUATEMALA,1,0.01
37 AV 2-73,1,0.01
CALZADA SAN JUAN 39-45 EL RODEO,1,0.01
4A. AV. 0-28 COLONIA LANDIVAR,1,0.01
CALZADA SAN JUAN 12-52,1,0.01
"13 CALLE 'A' 29-46, CIUDAD DE PLATA",1,0.01
3AV. 11-42 ZONA 3 DE MIXCO COLONIA EL ROSARIO,1,0.01
6A. AVENIDA 13-54 COL. LANDIVAR ZONA 7 GUATEMALA,1,0.01
"CALZADA SAN JUAN 38-83, COLONIA EL RODEO",1,0.01
6A CALLE  A  7-30 COLONIA QUINTA SAMAYOA,1,0.01
6A CALLE A 7-30 COLONIA QUINTA SAMAYOA,1,0.01
31 AVENIDA  B  10-43 COLONIA CENTROAMERICA,1,0.01
33 AVENIDA 13-09 JARDINES DE TIKAL II,1,0.01
2A. CALLE 33-14,1,0.01
4A. AVENIDA 0-28 COLONIA LANDIVAR,1,0.01
ANILLO PERIFERICO 14-04 CIUDAD DE PLATA II,1,0.01
11 AVENIDA 'A' 10-70 COL. CASTILLO LARA,1,0.01
33 AV. 13-09 JARDINES DE TIKAL II,1,0.01
AVE. MOCTEZUMA 31-02 ZONA 7 COLONIA BETHANIA,1,0.01
33 AVENIDA 13-29 TIKAL II,1,0.01
4A CALLE 8-82 COLONIA QUINTA SAMAYOA,1,0.01
9A. CALLE 34-32 TIKAL II,1,0.01
2A. CALLE 36-18,1,0.01
3RA. CALLE 2-28 COLONIA LANDIVAR,1,0.01
37 AVENIDA 2-24 COLONIA EL RODEO,1,0.01
KM. 13.5 CALZADA ROOSEVELT 45-54,1,0.01
CALZADA SAN JUAN Y 32 AVENIDA 31-97 Y  4-04 ZONA 7,1,0.01
6A. CALLE 7-30 COLONIA QUINTA SAMAYOA,1,0.01
"31 AV. 14-04, COLONIA CIUDAD DE PLATA II",1,0.01
13 CALLE  B  28-88 CIUDAD DE PLATA I,1,0.01
CALZADA SAN JUAN 13-73 ZONA 7,1,0.01
37 AV. 3-38,1,0.01
"CALZADA SAN JUAN Y 32 AV. 4-04, COLONIA CENTRO AMERICA",1,0.01
CALZADA SAN JUAN 37-78 ZONA  7 COLONIA EL RODEO,1,0.01
2A. CALLE 32-41 ZONA 7 GUATEMALA,1,0.01
6A. CALLE 'A' 7-30 QUINTA SAMAYOA,1,0.01
"12 CALLE  A , 32-66 TIKAL III",1,0.01
1A. CALLE 34-74 COLONIA TOLEDO,1,0.01
"CALZADA SAN JUAN Y 32 AVENIDA 31-97, 31-99 Y  4-04  ZONA 7 GUATEMALA",1,0.01
CALZADA SAN JUAN 38-59 COLONIA EL RODEO,1,0.01
"31 AVENIDA 14-12 ZONA 7, COLONIA CIUDAD DE PLATA II GUATEMALA",1,0.01
"31 AVENIDA 14-12, COLONIA CIUDAD DE PLATA II",1,0.01
"CALZADA ROOSEVELT 2-34, COLONIA LANDIVAR",1,0.01
31 AVENIDA 14-26 CIUDAD DE PLATA II,1,0.01
6A CALLE A 10-38 COLONIA QUINTA SAMAYOA GUATEMALA,1,0.01
13 CALLE 25-52 KAMINAL JUYU II,1,0.01
"27 AVENIDA 8-36 EL NARANJO, ZONA 4 DE MIXCO",1,0.01
"38 CALLE  ""C""  FINAL COLONIA EL AMPARO I",1,0.01
AV. MOCTEZUMA 31-02 COLONIA BETHANIA ZONA 7,1,0.01
"48 AV. 2-85, COLONIA EL ROSARIO",1,0.01
"37 AVENIDA 3-38, COLONIA EL RODEO",1,0.01
"37 AVENIDA 2-64, COLONIA EL RODEO",1,0.01
"7A. CALLE 'A' 10-27, KAMINAL JUYU I",1,0.01
"CALZADA SAN JUAN 37-78, ZONA 7 EL RODEO",1,0.01
13 AV. 3-74 COLONIA QUINTA SAMAYOA,1,0.01
6A. 13-54 COLONIA LANDIVAR ZONA 7 GUATEMALA,1,0.01
"13 AVENIDA 4-03, ZONA 7, COLONIA QUINTA SAMAYOA",1,0.01
"13 AVENIDA 4-03, COLONIA QUINTA SAMAYOA",1,0.01
31 CALLE 12-67 COLONIA BETHANIA ZONA 7,1,0.01
"31 CALLE 12-67, COLONIA BETHANIA ZONA 7",1,0.01
"9A. CALLE 8-67, COLONIA QUINTA SAMAYOA",1,0.01
38 AV. 5-00 COLONIA LA FLORESTA,1,0.01
CALZADA SAN JUAN 32-83,1,0.01
CALZADA SAN JUAN 32-83 ZONA 7,1,0.01
CALZADA SAN JUAN 31-27,1,0.01
32 CALLE 2-26 ZONA 8,1,0.01
2A. AVENIDA 38-91,1,0.01
27 CALLE  A  7-24,1,0.01
2A. AV. 38-91,1,0.01
37 CALLE 4-33,1,0.01
"2A. CALLE 31-36 ZONA 7, CALZADA MATEO FLORES",1,0.01
AVENIDA REFORMA 7-40,1,0.01
"8A CALLE, 7-48",1,0.01
11 CALLE 7-35,1,0.01
5A. AVENIDA 13-18,1,0.01
"3A. CALLE ""A"" 1-58",1,0.01
6TA. CALLE 2-21 ZONA 9,1,0.01
2DA AVENIDA 9-03 ZONA 9 GUATEMALA,1,0.01
"AVENIDA REFORMA 01-90 APARTAMENTO 1102, NIVEL 11 EDIFICIO MASVAL",1,0.01
2DA CALLE 7-46,1,0.01
"8VA. CALLE, 7-48",1,0.01
"5A. AVENIDA 12-31, EDIFICIO EL CORTEZ, SEXTO NIVEL OFICINA 605",1,0.01
7A AVE. 'A' 3-55,1,0.01
5A AVE. 6-12,1,0.01
12 CALLE 7-85,1,0.01
6A AVE. 1-28 06/GUATEMALA CIUDAD,1,0.01
7A AVE 3-50,1,0.01
3A AVE. 10-33 3,1,0.01
6A AVE. 'A' 8-47,1,0.01
5A. AVENIDA 10-30,1,0.01
9A. CALLE 0-11,1,0.01
AVENIDA LA CASTELLANA 8-51,1,0.01
6A. CALLE 3-45,1,0.01
7A. AV. 10-35,1,0.01
11 CALLE 7-64,1,0.01
"7A. CALLE ""A"", 4-60",1,0.01
6A. AVENIDA 0-18,1,0.01
15 CALE 21-79,1,0.01
3A. CALLE 1-58,1,0.01
13 CALLE 6-24 ZONA 10 CIUDAD DE GUATEMALA,1,0.01
15 CALLE 3-16,1,0.01
5A. CALLE 8-53 ZONA 13 GUATEMALA,1,0.01
"7A AVENIDA 11-55, INTERIOR FINCA LAS MARGARITAS",1,0.01
20 CALLE 26-30 ZONA 10,1,0.01
13 CALLE 7-74,1,0.01
19 AVE. 16-60,1,0.01
16 AVENIDA 17-65,1,0.01
4A AVE.10-31 ZONA 10,1,0.01
7A CALLE 4-76 ZONA 10,1,0.01
2A AVE. 2-37 ZONA 10,1,0.01
11 AVE. 13-02 ZONA 10,1,0.01
6A AVE. 11-39,1,0.01
20 CALLE 15-08 ZONA 10,1,0.01
"DIAGONAL 6, 11-97",1,0.01
18 CALLE 24-20,1,0.01
14 AVE. 17-57 ZONA 10,1,0.01
9A. AVENIDA 16-06,1,0.01
9A CALLE 2-65 30/12/2024,1,0.01
3A. CALLE 1-61 ZONA 10,1,0.01
9A CALLE 5-49,1,0.01
6A. AVE. 3-66,1,0.01
9A. AVENIDA 16-34 ZONA 10,1,0.01
10 CALLE 2-68,1,0.01
13 AV. 15-31 ZONA 10,1,0.01
5A. AVENIDA 9-47 ZONA 10 ZONA 10,1,0.01
5AV. 9-47 ZONA 10,1,0.01
6A. AVENIDA 16-76,1,0.01
18 CALLE 24-69,1,0.01
16 AVENIDA 18-28,1,0.01
20 CALLE 3-64 ZONA 10,1,0.01
2A. AV. 10-43,1,0.01
"17 CALLE 22-79, COLONIA ALCAZAR",1,0.01
16 AV. 17-65,1,0.01
2AV. 2-60,1,0.01
17 AVENIDA 27-80,1,0.01
"18 AVENIDA 9-36 ZONA 11, COLONIA MIRAFLORES",1,0.01
"8A. AVENIDA 31-02, COLONIA LAS CHARCAS",1,0.01
8A. AVENIDA 21-83,1,0.01
"21 CALLE, 13-17, COLONIA MARISCAL",1,0.01
"1A. AVENIDA 51-94, COLONIA CASTAÑAS",1,0.01
"39 CALLE 10-91, LAS CHARCAS, AVENIDA FINAL",1,0.01
18 CALLE 9-68,1,0.01
18 CALLE 09-68,1,0.01
"18A. CALLE 7-46, COLONIA MARISCAL",1,0.01
13 CALLE 5-60,1,0.01
51 CALLE 4-96 COLONIA CASTAÑAS ZONA 11,1,0.01
2A. AVENIDA 4-21,1,0.01
32A. CALLE 9-34,1,0.01
30 AVENIDA 9-96,1,0.01
21 CALLE 7-09 ZONA 11 COLONIA MARISCAL,1,0.01
8 AVENIDA 22-56 ZONA 11 MARISCAL,1,0.01
"COLONIA LAS CHARCAS DIAGONAL 17, 29-41 ZONA 11",1,0.01
28 CALLE 7-58,1,0.01
"10A. AVENIDA 14-53, COLONIA MARISCAL",1,0.01
11 AVE. SUR FINAL COLONIA LAS CHARCAS,1,0.01
35 CALLE Y 12 AVE. FINAL,1,0.01
"DIAGONAL 21, 19-20",1,0.01
13 CALLE 5-06 GUATEMALA,1,0.01
30 A. 7-77 Y 8-48 ZONA 11,1,0.01
14 AVE. 6-91 ZONA 11,1,0.01
CALZADA ROOSEVELT 38-91 ZONA 11,1,0.01
17 AVENIDA 27-80 LAS CHARCAS,1,0.01
9A CALLE B 22-84 RESIDENCIALES SAN JORGE,1,0.01
"16 CALLE 6-30 ZONA 11, COLONIA MARISCAL",1,0.01
"3A CALLE 35-87, COLONIA UTATLAN II",1,0.01
16 CALLE 6-30 ZONA 11 COLONIA MARISCAL,1,0.01
4A CALLE 31-34 ZONA 11 UTATLAN II,1,0.01
18 AVE 9-36 COLONIA MIRAFLORES,1,0.01
CALZADA ROOSVELT 38-91 ZONA 11,1,0.01
"DIAGONAL 17, 29-41",1,0.01
13 CALLE 5-06 ZONA 11,1,0.01
"21 CALLE 13-17 ZONA 11, COLONIA MARISCAL",1,0.01
"15 AV. 'B' 11-22 ZONA 11, COLONIA MIRAFLORES",1,0.01
10A. AVENIDA 35-10,1,0.01
2A. CALLE 37-45 ZONA 11 COLONIA TOLEDO,1,0.01
10AV. 35-10 ZONA 11,1,0.01
"19 AVENIDA 9-86, COLONIA MIRAFLORES",1,0.01
2A. AVENIDA 4-41,1,0.01
18 CALLE 7-46 COLONIA MARISCAL,1,0.01
17 CALLE 6-10 COLONIA MARISCAL,1,0.01
10 AVE. 30-81 COLONIA LAS CHARCAS,1,0.01
22 CALLE 13-31,1,0.01
2A. AVENIDA. 4-21,1,0.01
2A. AV. 4-21 COLONIA EL PROGRESO,1,0.01
17A. AVENIDA 26-46 COLONIA LASCHARCAS,1,0.01
21 CALLE 13-17,1,0.01
13 CALLE 5-06 COLONIA EL PROGRESO,1,0.01
"8A. AVENIDA 34-34, COLONIA LAS CHARCAS",1,0.01
"39 CALLE 10-91, LAS CHARCAS",1,0.01
"39 CALLE 10-91, COLONIA LAS CHARCAS",1,0.01
CALZADA ROOSEVELT NO. 35-83,1,0.01
33 CALLE 9-29,1,0.01
20 AVENIDA 6-20,1,0.01
20 AVENIDA 6-20 COLONIA MORSE,1,0.01
"2A. AVENIDA 4-60, CIUDAD REAL I",1,0.01
"2A. AVENIDA 34-26, COLONIA EL CARMEN",1,0.01
"4AV. 15-08, COLONIA LA REFORMITA",1,0.01
6A. AVENIDA 0-67 CIUDAD REAL I,1,0.01
"LOTE 57 Y 58 MANZANA ""B"" SECTOR 2 EL BUCARO, ZONA 12, VILLA NUEVA",1,0.01
"CALZADA JUSTO RUFINO BARRIOS, 8-06, COLONIA MORSE",1,0.01
"AGUILAR BATRES, 30-67",1,0.01
"21 AVENIDA 33-58, COLONIA SANTA ELISA",1,0.01
25 AVENIDA 53-64 COLONIA MORSE,1,0.01
4TA. AV. 11-52 COLONIA LA REFORMITA,1,0.01
"4TA. CALLE 1-41, COLONIA CIUDAD REAL I",1,0.01
"5TA. AVENIDA 21-77, LA REFORMITA",1,0.01
"10A. AVENIDA 15-71, COLONIA REFORMITA",1,0.01
"12 AVENIDA, 21-61",1,0.01
"4 AVENIDA 11-52 ZONA 12, COLONIA LA REFORMITA",1,0.01
"AVENIDA PETAPA 47-79, PLAZA GRECIA, SEGUNDO NIVEL",1,0.01
"8 CALLE  16-30 ZONA 12, MUNICIPIO DE GUATEMALA , DEPARTAMENTO DE GUATEMALA",1,0.01
"CIUDAD UNIVERSITARIA, UNIVERSIDAD DE SAN CARLOS EDIFICIO ANTIGUO DE CALUSAC, SALÓN 5 1089",1,0.01
"24 AVENIDA LOTE NO. 24 Y 24 AVENIDA ""A"" LOTES 50 Y 51, COLONIA MORSE",1,0.01
4A. AVENIDA 11-52 ZONA 12,1,0.01
"AVENIDA PETAPA 47-79, ZONA 12, PLAZA GRECIA",1,0.01
"AVENIDA PETAPA 47-79, ZONA 12, PLAZA GRECIA 02/01/1997",1,0.01
"CALZADA RAUL AGUILAR BATRÉS 29-41 Y 1A. AVENIDA 29-26, COLONIA EL CARMEN",1,0.01
"AVENIDA PETAPA 47-79, ZONA 12",1,0.01
DIAGONAL 19 40-54,1,0.01
26 CALLE 7-10,1,0.01
31 CALLE 00-52 COLONIA EL CARMEN,1,0.01
4A. AVENIDA 11-52 COLONIA LA REFORMITA,1,0.01
19 AVENIDA B Y 12CALLE FINAL,1,0.01
8A. CALLE 16-30,1,0.01
"11A. AVENIDA 30-63, SANTA ROSA II",1,0.01
"21A. AVENIDA 33-58,COLONIA SANTA ELISA",1,0.01
2A CALLE 11-10 ZONA 2,1,0.01
8A. CALLE 16-30 ZONA 12,1,0.01
"5A. AVENIDA 21-77, LA REFORMITA",1,0.01
31 CALLE 20-47 COLONIA SANTA ELISA,1,0.01
11A. AVENIDA 30-63 COLONIA SANTA ROSA II,1,0.01
AVENIDA PETAPA 47-79 ZONA 12 CENTRO COMERCIAL PLAZA GRECIA,1,0.01
17 AVE. 52-54,1,0.01
AVE. PETAPA Y 32 CALLE,1,0.01
FINAL ANILLO PERIFERICO 2-78,1,0.01
10A AVE. 15-71 ZONA 12,1,0.01
AVE. PETAPA 48-24,1,0.01
CIUDAD UNIVERSITARIA,1,0.01
10 AV. 10-33 ZONA 12,1,0.01
"CALLE CORONA, LOTE 109 MANZANA 29, CIUDAD REAL I,",1,0.01
10A. AV. 10-33 ZONA 12,1,0.01
"4A. AV. 6-30 ZONA 12, COLONIA VASQUEZ",1,0.01
2 AVE 4-60 CIUDAD REAL I,1,0.01
29 AVE. 18-18 ZONA 12,1,0.01
48 CALLE 17-60,1,0.01
AVENIDA PETAPA Y 32 CALLE ZONA 12,1,0.01
7A. AVENIDA 18-66,1,0.01
"9A. CALLE A, 06-80, RESIDENCIALES EUREKA",1,0.01
1AV. ENTRE 5TA. Y 6TA. CALLE COL MEZQUITAL.,1,0.01
31 CALLE 17-57 ZONA 12,1,0.01
4 AV.5-27 GUAJITOS,1,0.01
"43 CALLE 19-35, COLONIA LA COLINA",1,0.01
45 CALLE 19-02 ZONA 12 GUATEMALA,1,0.01
29 CALLE 13-14 COLONIA SANTA ROSA II,1,0.01
3A. AVENIDA 24-12 VILLA LOBOS I,1,0.01
3A. 25-12 COL. VILLALOBOS I,1,0.01
3A. AV. 25-37 COLONIA VILLALOBOS I,1,0.01
1A. AV. ENTRE 5A. Y 6A. CALLE COLONIA MESQUITAL,1,0.01
4A. AV. 11-52,1,0.01
4A. AVENIDA 11-52 REFORMITA,1,0.01
3A. AV. 2-48 MEXQUITAL,1,0.01
31 CALLE 0-52 COLONIA EL CARMEN,1,0.01
"31 CALLE 0-52, COLONIA EL CARMEN",1,0.01
"4A. AVENIDA 26-65, COLONIA REFORMITA",1,0.01
"6A. AVENIDA 5-44, GUAJITOS",1,0.01
6AV. 0-85 CIUDAD REAL 1,1,0.01
"5A. CALLE FINAL 00-04, COLONIA EL MEZQUITAL",1,0.01
3A. AVENIDA 0-99 CIUDAD REAL,1,0.01
2A. AVENIDA 4-60 CIUDAD REAL I,1,0.01
3A. AVENIDA 34-98 COLONIA VILLA LOBOS I,1,0.01
17 AVENIDA 52-54,1,0.01
15 AVENIDA 12-61,1,0.01
"13 AVENIDA ""B"" 26-45 COLONIA LA LIBERTAD",1,0.01
5A. CALLE 8-06,1,0.01
"15 AVENIDA ""A"" 5-64",1,0.01
7A. AVENIDA FINCA LA AURORA,1,0.01
3A. AVENIDA 10-94,1,0.01
23 CALLE 15-25,1,0.01
5A. CALLE 6-12,1,0.01
6A.  AVENIDA 0-20 ZONA 13. GUATEMALA,1,0.01
23 CALLE 15-45 ZONA 13 GUATEMALA,1,0.01
6A.  AVENIDA 0-20 ZONA 13 GUATEMALA,1,0.01
23 CALLE 15-45 ZONA 13 CIUDAD DE GUATEMALA GUATEMALA,1,0.01
3A. AVENIDA 1-44,1,0.01
AVENIDA LAS AMERICAS 8-42 EDIFICIO AMÉRICAS 10 NIVEL 11 OFICINA 1105,1,0.01
"13 AVENIDA ""A"" 26-64",1,0.01
6A. AVENIVA 0-20,1,0.01
7A AVE. 5-80,1,0.01
5A CALLE 6-12,1,0.01
7A AVE. FINCA LA AURORA,1,0.01
5A CALLE 8-06,1,0.01
3A AVE. 1-44 (PAMPLONA),1,0.01
4A CALLE 6-58,1,0.01
15 AVE. 3-01,1,0.01
9A AVE. 29-00 COLONIA SANTA FE ZONA 13,1,0.01
AVE. HINCAPIE 21-14 ZONA 13 GUATEMALA,1,0.01
15 AV. 2-02,1,0.01
28 CALLE 13-23 ZONA 13 SANTA FE,1,0.01
15 AVENIDA A 24-08,1,0.01
AVENIDA HINCAPIE 16-72,1,0.01
21 CALLE 9-40 COLONIA AURORA II,1,0.01
"21 CALLE 9-40, COLONIA AURORA II",1,0.01
15 AVENIDA 12-20,1,0.01
3A. AV. 1-44,1,0.01
15 AVE. 4-39,1,0.01
7A. AV. 5-80,1,0.01
15 AVENIDA 19-52,1,0.01
"9A. AV. 28-98 COLONIA SANTA FE, INTERIOR 1, ZONA 13 CIUDAD DE GUATEMALA  DEL MUNICIPIO DE GUATEMALA",1,0.01
13 AVENIDA  B  26-81 COLONIA LA LIBERTAD,1,0.01
5A. CALLE 5-90,1,0.01
15 AVENIDA 4-39,1,0.01
"6A. AVENIDA 14-98, AURORA I",1,0.01
15 AVENIDA  A  20-51,1,0.01
6A. AVENIDA 0-20,1,0.01
ZONA 13,1,0.01
2A. CALLE 15-27,1,0.01
9A. CALLE 28-74,1,0.01
14 AVENIDA 8-08,1,0.01
"5A.  CALLE 0-50 ZONA 14 GUATEMALA , GUATEMALA",1,0.01
2 AVENIDA 12-05 ZONA 14 GUATEMALA,1,0.01
"9 CALLE 28-74, CANTON 21",1,0.01
18 CALLE 3-50,1,0.01
14 AVE. 7-12 ZONA 14,1,0.01
10A AVE. 10-50 ZONA 14,1,0.01
15 CALLE 2-64 ZONA 14,1,0.01
4A. CALLE 23-03,1,0.01
21 AV. 3-35 ZONA 14,1,0.01
9A. CALLE 28-74 LA VILLA,1,0.01
9A. CALLE 19-45 INTERIOR ZONA 14,1,0.01
4AV. 21-63 ZONA 14,1,0.01
3A. AV. 17-52,1,0.01
4A. CALLE 23-22,1,0.01
BOULEVARD VISTA HERMOSA 2A. CALLE 20-03,1,0.01
"3A. CALLE 23-41, VISTA HERMOSA I",1,0.01
"1ERA.CALLE 20-55 ZONA 15 VISTA HERMOSA II GUATEMALA,  GUATEMALA",1,0.01
24A. A 3-48 VISTA HERMOSA 1 ZONA 15 GUATEMALA,1,0.01
1A. CALLE 23-21 VISTA HERMOSA II,1,0.01
2A CALLE 16-23   BOULEVARD VISTA HERMOSA I,1,0.01
3A CALLE 23-41 VISTA HERMOSA I,1,0.01
KM. 8 CARRETERA A EL SALVADOR,1,0.01
15 AVE. 5-50 VISTA HERMOSA III,1,0.01
0 CALLE 19-70 VISTA HERMOSA II,1,0.01
15 AVE. 3-80 ZONA 15,1,0.01
11 CALLE 15-79 VISTA HERMOSA III,1,0.01
2A CALLE 'B' 13-44 COLONIA TECUN UMAN ZONA 15,1,0.01
BOULEVAR VISTA HERMOSA 23-31 COLONIA VISTA HERMOSA I,1,0.01
0 CALLE 18-40 VISTA HERMOSA II,1,0.01
0 CALLLE 15-56 COLONIA EL MAESTRO,1,0.01
"8A.  AVENIDA 17-19, COLONIA EL MAESTRO",1,0.01
21 AV. 3-36 VISTA HERMOSA 1,1,0.01
23 AVENIDA 3-45 VISTA HERMOSA I,1,0.01
"1A. CALLE 20-55, VISTA HERMOSA II",1,0.01
"4A. CALLE 1-24, SANTA ROSITA",1,0.01
ZONA 16,1,0.01
DIAGONAL 34 (CALLE REAL ACATAN) 32-51,1,0.01
"FINCA EL PULTÉ, SANTA ROSITA",1,0.01
4A. AVENIDA 05-72 COLONIA SANTA ROSITA,1,0.01
BOULEVAR RAFAEL LANDÍIVAR 10-05 ZONA 16 CENTRO COMERCIAL PASEO CAYALA GUATEMALA,1,0.01
"27 AVENIDA 15-00, JARDINES DE SAN ISIDRO.",1,0.01
20 AVENIDA 20-45,1,0.01
"11 AVENIDA 06-75, INTERIOR 1, ZONA 16 GUATEMALA",1,0.01
1A. CALLE 9-21 COLONIA LOURDES,1,0.01
0 AV. 0-00 SANTA ROSITA,1,0.01
27 CALLE 12-69 ACATAN,1,0.01
COLONIA KANAJUYU ALDEA SAN GASPAR,1,0.01
1AV. 2-27 CALLE REAL CONCEPCION LAS LOMAS,1,0.01
1A. AVENIDA 2-27 CONCEPCION LAS LOMAS,1,0.01
"12 CALLE 16-02, ACATAN",1,0.01
12A. AVENIDA Y 4A. CALLE #86 ALDEA ACATAN,1,0.01
DIAGONAL 34 (CALLE REAL ACATÁN) 31-43,1,0.01
00 AVENIDA 00-00 ZONA 17 COLONIA ACATAN,1,0.01
"MANZANA 33 LOTE 6, CANTON CENTRAL, ALDEA CANALITOS",1,0.01
13 CALLE 3-05,1,0.01
PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,1,0.01
"1A. CALLE 1-40, SABANA ARRIBA",1,0.01
1RA. CALLE 1-40 SABANA ARRIBA,1,0.01
"12 AVENIDA ""A"" 11-63 FINCA VISTA HERMOSA, SECTOR LOMAS DEL NORTE",1,0.01
"MANZANA 33 LOTE 6, CANTÓN CENTRAL , ALDEA CANALIT0S",1,0.01
"13 AVENIDA 26-25, ACATAN",1,0.01
"3RA. AV. 10-79 ZONA 17, RESIDENCIALES DEL NORTE",1,0.01
3A. AV. 10-79 ZONA 17 RESIDENCIALES DEL NORTE,1,0.01
0 CALLE 9-20 COLONIA LOURDES ZONA 17,1,0.01
8 AVE. 9-77 RESIDENCIALES VISTALSUR,1,0.01
RUTA AL ATLANTICO KM 9.5,1,0.01
GRANJA YOLANDITA SABANA ARRIBA,1,0.01
"LOTE 40 RESIDENCIALES HNO. PEDRO ZONA 17 KM 14.5, RUTA AL ATLANTICO",1,0.01
13 AVENIDA 26-25 ACATAN,1,0.01
"19 AVENIDA 'B' 10-69, COLONIA LOMAS DEL NORTE",1,0.01
LOTE 13 MANZANA 57 CANTON CENTRAL CANALITOS,1,0.01
1A. CALLE 1-40 SABANA ARRIBA,1,0.01
"LOTE 32, 33 Y 34 SECTOR 4 MANZANA 3 RESIDENCIALES SAN ANTONIO",1,0.01
MANZANA 3 RESIDENCIALES SAN ANTONIO,1,0.01
4A. AVENIDA 8-31 RESIDENCIALES ATLANTIDA,1,0.01
"RUTA AL ATLANTICO, RESIDENCIALES JARDINES DEL ROSARIO KILOMETRO 16.5 MANZANA B, LOTES 8 Y 9,",1,0.01
LOTE 5 A SECTOR 4 KM. 14.5 RUTA AL ATLANTICO RESIDENCIALES SOLUNA,1,0.01
35 AV. 00-39 CARRETERA AL  ATLANTICO,1,0.01
35 AV. 00-39 CARRRETERA AL ATLANTICO,1,0.01
35 AV. 00-39 CARRETERA AL ATLANTICO,1,0.01
"KM. 15, RUTA AL ATLANTICO",1,0.01
"LOTE 21, ALDEA LO DE RODRGUEZ, KM 12.5 RUTA AL ATLANTICO",1,0.01
"35 AVENIDA ""A"" 23-31, RESIDENCIALES SAN RAFAEL BUENA VISTA",1,0.01
13A. AVENIDA  6-46,1,0.01
"13A. AVENIDA 13-46, COLONIA LAVARREDA",1,0.01
KM. 7.5 CARRETERA A SAN PEDRO AYAMPUC COLONIA EL LIMÓN,1,0.01
"LOTE 25 Y 40 DE LA SECCIÓN ""G"", COLONIA LAS ILUSIONES",1,0.01
"K.10 RUTA AL ATLAN. MANZ. 3, SECTOR ""A"", L.NO. 12 Y 13, RES. STA.CLARA I",1,0.01
"14 CALLE ""A"" 3-02, SAN RAFAEL III",1,0.01
LOTE 34 A SECCIN E COLONIA LAS ILUSIONES,1,0.01
5A. CALLE E 60-48 RESIDENCIALES PINARES DEL NORTE,1,0.01
"9A. AVENIDA ""A"" 9-20, COLONIA ATLANTIDA",1,0.01
"KM. 7.5 CARRETERA A SAN PEDRO AYAMPUC, COLONIA EL LIMON",1,0.01
"63 AVENIDA A  5-98, COLONIA PINARES DEL NORTE",1,0.01
"43 AVENIDA ""B"" 44-70. RESIDENCIALES VALLE DE JESUS ZONA 18",1,0.01
"DIAGONAL 25, 45-55 COLONIA  LA  ESTANCIA",1,0.01
"DIAGONAL 25, 45-55 COLONIOA LA ESTANCIA",1,0.01
10 AV.  14-48 ATLANTIDA,1,0.01
"LOTE 8 ""A"" , SECCION I, COLONIA ILUSIONES",1,0.01
LOTE 25 Y 40 DE LA SECCIÓN  G COLONIA LAS ILUSIONES,1,0.01
"12 CALLE ""D"" 17-43, COLONIA ALAMEDA IV",1,0.01
21 CALLE 36-40 COLONIA SAN JORGE,1,0.01
"SECTOR 2 MANZANA R LOTE 2, RESIDENCIALES LOS OLIVOS DEL NORTE",1,0.01
"SECTOR 2, MANZANA R, LOTE 2, RESIDENCIALES LOS OLIVOS DEL NORTE",1,0.01
31 CALLE B 28-97 ALDEA LAS TAPIAS,1,0.01
63 AVENIDA A 5-98 COLONIA PINARES DEL NORTE,1,0.01
"MANZANA 5, LOTE 579, COLONIA MAYA",1,0.01
13 AVENIDA  6-46,1,0.01
"27 AVENIDA 31-39, LAS TAPIAS",1,0.01
MANZANA 19 LOTE 627 COLONIA MAYA,1,0.01
"KILOMETRO 12.5 RUTA AL ATLÁNTICO, LOTE 21",1,0.01
"35 AVENIDA 00-39, CARRETERA AL ATLANTICO",1,0.01
24 AVENIDA 10-28 SANTA GENOVEVA III,1,0.01
KM. 5.5 RUTA AL ATLANTIDA,1,0.01
CA-9 NORTE (RUTA AL ATLÁNTICO) 34-05,1,0.01
13/02/2023,1,0.01
"27 CALLE Y 34 AVENIDA, COLONIA KENNEDY",1,0.01
"KILOMETRO 15 RUTA AL ATLÁNTICO, COLONIA SAN PASCUAL II, LOTE 6 Y 12",1,0.01
